 # t NA NB NA_analytic NB_analytic dNA dNB
   39.500000000000000        6.3436306856577317E-015   5.1380403406607941E-006   7.0043520261686453E-015   5.2931472638095299E-006  -6.6072134051091363E-016  -1.5510692314873583E-007
   40.000000000000000        3.8427839293868632E-015   4.0002574790986464E-006   4.2483542552915887E-015   4.1223072363804075E-006  -4.0557032590472558E-016  -1.2204975728176109E-007
   40.500000000000000        2.3278448982442369E-015   3.1144286218449960E-006   2.5767571091549811E-015   3.2104561052177090E-006  -2.4891221091074419E-016  -9.6027483372712995E-008
   41.000000000000000        1.4101396200921267E-015   2.4247603286375445E-006   1.5628821893349887E-015   2.5003057296477205E-006  -1.5274256924286207E-016  -7.5545401010176047E-008
   41.500000000000000        8.5422089317607691E-016   1.8878142236635105E-006   9.4793596535047563E-016   1.9472400607060412E-006  -9.3715072174398719E-017  -5.9425837042530619E-008
   42.000000000000000        5.1746176331877196E-016   1.4697710535645449E-006   5.7495222642935601E-016   1.5165120844324768E-006  -5.7490463110584049E-017  -4.6741030867931882E-008
   42.500000000000000        3.1346303823287477E-016   1.1443006005157995E-006   3.4872615319944466E-016   1.1810607990913557E-006  -3.5263114966569886E-017  -3.6760198575556184E-008
   43.000000000000000        1.8988664149403851E-016   8.9090328804610059E-007   2.1151310375910806E-016   9.1981107530743718E-007  -2.1626462265069545E-017  -2.8907787261336589E-008
   43.500000000000000        1.1502771370160206E-016   6.9361902656721000E-007   1.2828918236087850E-016   7.1634958580005778E-007  -1.3261468659276435E-017  -2.2730559232847778E-008
   44.000000000000000        6.9680388337550001E-017   5.4002197596682109E-007   7.7811322411337960E-017   5.5789361841816230E-007  -8.1309340737879590E-018  -1.7871642451341203E-008
   44.500000000000000        4.2210319258081099E-017   4.2043791094607806E-007   4.7194952715261231E-017   4.3448798692141353E-007  -4.9846334571801327E-018  -1.4050075975335467E-008
   45.000000000000000        2.5569763521380792E-017   3.2733489529197821E-007   2.8625185805493939E-017   3.3837958446577570E-007  -3.0554222841131469E-018  -1.1044689173797490E-008
   45.500000000000000        1.5489406809311548E-017   2.5484888704172492E-007   1.7362052831002948E-017   2.6353028536718519E-007  -1.8726460216914002E-018  -8.6813983254602715E-009
   46.000000000000000        9.3830247238591155E-018   1.9841439504326586E-007   1.0530617357553812E-017   2.0523759261297657E-007  -1.1475926336946962E-018  -6.8231975697107150E-009
   46.500000000000000        5.6839589825754292E-018   1.5447692402009623E-007   6.3871422930584228E-018   1.5983919784630437E-007  -7.0318331048299360E-019  -5.3622738262081423E-009
   47.000000000000000        3.4431743138701149E-018   1.2026909665196640E-007   3.8739976286871869E-018   1.2448289245040765E-007  -4.3082331481707200E-019  -4.2137957984412459E-009
   47.500000000000000        2.0857732070267637E-018   9.3636351844668714E-008   2.3496983374528172E-018   9.6947374120705723E-008  -2.6392513042605345E-019  -3.3110222760370089E-009
   48.000000000000000        1.2634997460412687E-018   7.2901240890883693E-008   1.4251640827409352E-018   7.5502690882731639E-008  -1.6166433669966650E-019  -2.6014499918479456E-009
   48.500000000000000        7.6539079266534338E-019   5.6757774290857812E-008   8.6440571130360955E-019   5.8801554783960647E-008  -9.9014918638266172E-020  -2.0437804931028352E-009
   49.000000000000000        4.6365111455886968E-019   4.4189164725854877E-008   5.2428856633634640E-019   4.5794696911862483E-008  -6.0637451777476725E-020  -1.6055321860076057E-009
   49.500000000000000        2.8086613804573951E-019   3.4403785271063390E-008   3.1799709001977495E-019   3.5664945815656783E-008  -3.7130951974035436E-020  -1.2611605445933932E-009
   50.000000000000000        1.7014040303943278E-019   2.6785309211416056E-008   1.9287498479639179E-019   2.7775887729542291E-008  -2.2734581756959016E-020  -9.9057851812623546E-010
 # t NA NB NA_analytic NB_analytic dNA dNB
  0.50000000000000000        605.77043649072812        343.84534016699070        606.53065971263345        344.54024671754291      -0.76022322190533487      -0.69490655055221850     
   1.0000000000000000        366.95782172616720        475.99455191539278        367.87944117144235        477.30243708238220      -0.92161944527515516       -1.3078851669894220     
   1.5000000000000000        222.29219984074703        496.76564623845496        223.13016014842981        498.47278518516976      -0.83796030768277774       -1.7071389467147924     
   2.0000000000000000        134.65804292601348        463.19452797599502        135.33528323661270        465.08831586965925      -0.67724031059921685       -1.8937878936642392     
   2.5000000000000000        81.571861440278454        406.92490103126465        82.084998623898798        408.83959647258263      -0.51313718362034422       -1.9146954413179742     
   3.0000000000000000        49.413822110038701        344.86235072722781        49.787068367863945        346.68618356113171      -0.37324625782524379       -1.8238328339039072     
   3.5000000000000000        29.933432588273341        285.48572332051896        30.197383422318502        287.15312005625327      -0.26395083404516129       -1.6673967357343145     
   4.0000000000000000        18.132788524664136        232.55939090423345        18.315638888734178        234.03928869575705      -0.18285036407004185       -1.4798977915235980     
   4.5000000000000000        10.984307219379868        187.29562574962731        11.108996538242305        188.58045604724404      -0.12468931886243695       -1.2848302976167361     
   5.0000000000000000        6.6539685788320000        149.59723076408014        6.7379469990854668        150.69410324962666       -8.3978420253466801E-002  -1.0968724855465268     
   5.5000000000000000        4.0307774503946510        118.75791320395130        4.0867714384640665        119.68217953648701       -5.5993988069415579E-002 -0.92426633253570856     
   6.0000000000000000        2.4417258155225525        93.845773375489472        2.4787521766663585        94.616632382395181       -3.7026361143805975E-002 -0.77085900690570952     
   6.5000000000000000        1.4791253130597759        73.903863540861650        1.5034391929775723        74.541537277488871       -2.4313879917796433E-002 -0.63767373662722093     
   7.0000000000000000       0.89601038651670606        58.046963559034452       0.91188196555451628        58.571002913527970       -1.5871579037810224E-002 -0.52403935449351735     
   7.5000000000000000       0.54277660294045138        45.500961101839145       0.55308437014783363        45.929322971722542       -1.0307767207382246E-002 -0.42836186988339620     
   8.0000000000000000       0.32879801968019212        35.611724779607577       0.33546262790251186        35.960352521663332       -6.6646082223197345E-003 -0.34862774205575420     
   8.5000000000000000       0.19917611989895695        27.838814686018267       0.20346836901064416        28.121531079977220       -4.2922491116872130E-003 -0.28271639395895320     
   9.0000000000000000       0.12065500508972082        21.742590928332966       0.12340980408667956        21.971173468311253       -2.7547989969587405E-003 -0.22858253997828726     
   9.5000000000000000        7.3089235097991229E-002   16.969333887441088        7.4851829887700602E-002   17.153686746465866       -1.7625947897093736E-003 -0.18435285902477716     
   10.000000000000000        4.4275297848083574E-002   13.236725748120438        4.5399929762484852E-002   13.385094138645965       -1.1246319144012779E-003 -0.14836839052552619     
   10.500000000000000        2.6820666503190611E-002   10.320769867167224        2.7536449349747159E-002   10.439963899663274       -7.1578284655654870E-004 -0.11919403249605054     
   11.000000000000000        1.6247166854610043E-002   8.0445301952657804        1.6701700790245660E-002   8.1401394753476417       -4.5453393563561761E-004  -9.5609280081861314E-002
   11.500000000000000        9.8420533572548229E-003   6.2687121263301036        1.0130093598630711E-002   6.3453014058220720       -2.8804024137588785E-004  -7.6589279491968476E-002
   12.000000000000000        5.9620249581892890E-003   4.8839340993003022        6.1442123533282100E-003   4.9452159286260606       -1.8218739513892104E-004  -6.1281829325758430E-002
   12.500000000000000        3.6116184612909369E-003   3.8044712884023530        3.7266531720786711E-003   3.8534549661112614       -1.1503471078773420E-004  -4.8983677708908324E-002
   13.000000000000000        2.1878116917341843E-003   2.9632397416809977        2.2603294069810540E-003   3.0023577271411823       -7.2517715246869785E-005  -3.9117985460184634E-002
   13.500000000000000        1.3253116434613365E-003   2.3078034297331254        1.3709590863840845E-003   2.3390173234095810       -4.5647442922747963E-005  -3.1213893676455662E-002
   14.000000000000000        8.0283461274581827E-004   1.7972123084408960        8.3152871910356792E-004   1.8221008736708253       -2.8694106357749654E-005  -2.4888565229929327E-002
   14.500000000000000        4.8633347379289921E-004   1.3995083453144661        5.0434766256788807E-004   1.4193400823599622       -1.8014188774988866E-005  -1.9831737045496123E-002
   15.000000000000000        2.9460644069957665E-004   1.0897642977078652        3.0590232050182580E-004   1.1055569356546635       -1.1295879802249154E-005  -1.5792637946798305E-002
   15.500000000000000        1.7846387217556247E-004  0.84854496452582251        1.8553913626159784E-004  0.86111400287885187       -7.0752640860353706E-006  -1.2569038353029360E-002
   16.000000000000000        1.0810813774561604E-004  0.66070201951082352        1.1253517471925911E-004  0.67070018545558518       -4.4270369736430770E-006  -9.9981659447616611E-003
   16.500000000000000        6.5488713790361609E-005  0.51443138084069340        6.8256033763348703E-005  0.52238060253580842       -2.7673199729870939E-006  -7.9492216951150274E-003
   17.000000000000000        3.9671126738003739E-005  0.40053669092845157        4.1399377187851666E-005  0.40685393926691260       -1.7282504498479276E-006  -6.3172483384610345E-003
   17.500000000000000        2.4031595760159549E-005  0.31185430106838541        2.5109991557439820E-005  0.31687243024838763       -1.0783957972802709E-006  -5.0181291800022176E-003
   18.000000000000000        1.4557630253200575E-005  0.24280462457534180        1.5229979744712628E-005  0.24678914821386969       -6.7234949151205298E-007  -3.9845236385278870E-003
   18.500000000000000        8.8185820327519448E-006  0.18904225528139770        9.2374496619705950E-006  0.19220482922346543       -4.1886762921865025E-007  -3.1625739420677312E-003
   19.000000000000000        5.3420362872094372E-006  0.14718321085758770        5.6027964375372675E-006  0.14969245418252614       -2.6076015032783031E-007  -2.5092433249384316E-003
   19.500000000000000        3.2360476534521690E-006  0.11459236175687712        3.3982678194950713E-006  0.11658253092609863       -1.6222016604290222E-007  -1.9901691692215118E-003
   20.000000000000000        1.9603019995365186E-006   8.9217802628934612E-002   2.0611536224385580E-006   9.0795737217724826E-002  -1.0085162290203949E-007  -1.5779345887902141E-003
   20.500000000000000        1.1874929979128836E-006   6.9461822334190945E-002   1.2501528663867426E-006   7.0712501395087182E-002  -6.2659868473858981E-008  -1.2506790608962370E-003
   21.000000000000000        7.1934815167537093E-007   5.4080399074948500E-002   7.5825604279119061E-007   5.5071382187408736E-002  -3.8907891115819680E-008  -9.9098311246023640E-004
   21.500000000000000        4.3575984382918797E-007   4.2104922748132392E-002   4.5990553786523167E-007   4.2889896822102598E-002  -2.4145694036043699E-008  -7.8497407397020574E-004
   22.000000000000000        2.6397043080153889E-007   3.2781233840931505E-002   2.7894680928689245E-007   3.3402843686872748E-002  -1.4976378485353567E-008  -6.2160984594124280E-004
   22.500000000000000        1.5990548308729379E-007   2.5522151138296482E-002   1.6918979226151304E-007   2.6014256928550718E-002  -9.2843091742192469E-009  -4.9210579025423667E-004
   23.000000000000000        9.6866014287050744E-008   1.9870505416948691E-002   1.0261879631701890E-007   2.0259981959668789E-002  -5.7527820299681600E-009  -3.8947654272009774E-004
   23.500000000000000        5.8678567755783871E-008   1.5470355179498681E-002   6.2241446229077822E-008   1.5778525171507986E-002  -3.5628784732939507E-009  -3.0816999200930506E-004
   24.000000000000000        3.5545741602071958E-008   1.2044574106304051E-002   3.7751345442790979E-008   1.2288349203965532E-002  -2.2056038407190206E-009  -2.4377509766148123E-004
   24.500000000000000        2.1532559405673768E-008   9.3774001815606720E-003   2.2897348456455528E-008   9.5701889895611052E-003  -1.3647890507817609E-009  -1.9278880800043321E-004
   25.000000000000000        1.3043787909937534E-008   7.3008483282741852E-003   1.3887943864964021E-008   7.4532785682696117E-003  -8.4415595502648713E-010  -1.5243023999542658E-004
   25.500000000000000        7.9015410956953417E-009   5.6841313460003866E-003   8.4234637544686465E-009   5.8046239703732991E-003  -5.2192265877330485E-010  -1.2049262437291257E-004
   26.000000000000000        4.7865199984887933E-009   4.4254231902892726E-003   5.1090890280633247E-009   4.5206485957840527E-003  -3.2256902957453146E-010  -9.5225405494780112E-005
   26.500000000000000        2.8995323087561569E-009   3.4454460237859055E-003   3.0988191387218254E-009   3.5206864266740614E-003  -1.9928682996566847E-010  -7.5240402888155852E-005
   27.000000000000000        1.7564509522941870E-009   2.6824772533355959E-003   1.8795288165390831E-009   2.7419144137105357E-003  -1.2307786424489603E-010  -5.9437160374939749E-005
   27.500000000000000        1.0640060600458053E-009   2.0884621530711960E-003   1.1399918530443554E-009   2.1354057400858589E-003  -7.5985792998550116E-011  -4.6943587014662818E-005
   28.000000000000000        6.4454341542272749E-010   1.6259872770438054E-003   6.9144001069402034E-010   1.6630560553271144E-003  -4.6896595271292849E-011  -3.7068778283309020E-005
   28.500000000000000        3.9044534609785052E-010   1.2659240624490233E-003   4.1937956583795446E-010   1.2951895964093102E-003  -2.8934219740103939E-011  -2.9265533960286900E-005
   29.000000000000000        2.3652024773146839E-010   9.8559422465851467E-004   2.5436656473769226E-010   1.0086948164026467E-003  -1.7846317006223870E-011  -2.3100591744132067E-005
   29.500000000000000        1.4327697370718682E-010   7.6734140311324195E-004   1.5428112031918877E-010   7.8557240053396722E-004  -1.1004146612001948E-011  -1.8230997420725270E-005
   30.000000000000000        8.6792954901673194E-011   5.9741910042758657E-004   9.3576229688401745E-011   6.1180445385119217E-004  -6.7832747867285511E-012  -1.4385353423605599E-005
   30.500000000000000        5.2576606175106665E-011   4.6512487606660774E-004   5.6756852326327228E-011   4.7647381998665891E-004  -4.1802461512205634E-012  -1.1348943920051172E-005
   31.000000000000000        3.1849353671895489E-011   3.6212626462817397E-004   3.4424771084699770E-011   3.7107820367365352E-004  -2.5754174128042810E-012  -8.9519390454795484E-006
   31.500000000000000        1.9293396875771723E-011   2.8193596349784621E-004   2.0879679116459336E-011   2.8899600746249072E-004  -1.5862822406876124E-012  -7.0600439646445099E-006
   32.000000000000000        1.1687369446825086E-011   2.1950323572870242E-004   1.2664165549094176E-011   2.2507032411018713E-004  -9.7679610226909032E-013  -5.5670883814847168E-006
   32.500000000000000        7.0798628912316292E-012   1.7089579340795016E-004   7.6812046852020946E-012   1.7528494902646334E-004  -6.0134179397046541E-013  -4.3891556185131808E-006
   33.000000000000000        4.2887716339158929E-012   1.3305212542840777E-004   4.6588861451033977E-012   1.3651205820892513E-004  -3.7011451118750479E-013  -3.4599327805173588E-006
   33.500000000000000        2.5980110646862844E-012   1.0358867035933510E-004   2.8257572871156109E-012   1.0631569943697386E-004  -2.2774622242932658E-013  -2.7270290776387643E-006
   34.000000000000000        1.5737982966627516E-012   8.0649689423313136E-005   1.7139084315420129E-012   8.2798750947886478E-005  -1.4011013487926137E-013  -2.1490615245733414E-006
   34.500000000000000        9.5336048111775911E-013   6.2790383982388163E-005   1.0395380116702220E-012   6.4483732666058640E-005  -8.6177530552462915E-014  -1.6933486836704774E-006
   35.000000000000000        5.7751759477971574E-013   4.8885895795838363E-005   6.3051167601469895E-013   5.0219981853856284E-005  -5.2994081234983211E-014  -1.3340860580179212E-006
   35.500000000000000        3.4984308547078416E-013   3.8060458507076109E-005   3.8242466280971357E-013   3.9111361410851670E-005  -3.2581577338929416E-014  -1.0509029037755616E-006
   36.000000000000000        2.1192459858890003E-013   2.9632238020988431E-005   2.3195228302435698E-013   3.0459959025520694E-005  -2.0027684435456954E-014  -8.2772100453226290E-007
   36.500000000000000        1.2837765659032031E-013   2.3070387582907918E-005   1.4068617124461468E-013   2.3722240021315317E-005  -1.2308514654294364E-014  -6.5185243840739924E-007
   37.000000000000000        7.7767389068375121E-014   1.7961612702878254E-005   8.5330476257440658E-014   1.8474899153280236E-005  -7.5630871890655368E-015  -5.1328645040198278E-007
   37.500000000000000        4.7109185220693906E-014   1.3984140038949934E-005   5.1755550058018686E-014   1.4388265957139666E-005  -4.6463648373247793E-015  -4.0412591818973228E-007
   38.000000000000000        2.8537351693862300E-014   1.0887450686131185E-005   3.1391327920480296E-014   1.1205592812291879E-005  -2.8539762266179961E-015  -3.1814212616069327E-007
   38.500000000000000        1.7287083991880399E-014   8.4765013846857799E-006   1.9039802832864524E-014   8.7269244678077977E-006  -1.7527188409841245E-015  -2.5042308312201780E-007
   39.000000000000000        1.0472004415413273E-014   6.5994398300831919E-006   1.1548224173015787E-014   6.7965356158936936E-006  -1.0762197576025137E-015  -1.9709578581050173E-007
   39.500000000000000        6.3436306856577317E-015   5.1380403406607941E-006   7.0043520261686453E-015   5.2931472638095299E-006  -6.6072134051091363E-016  -1.5510692314873583E-007
   40.000000000000000        3.8427839293868632E-015   4.0002574790986464E-006   4.2483542552915887E-015   4.1223072363804075E-006  -4.0557032590472558E-016  -1.2204975728176109E-007
   40.500000000000000        2.3278448982442369E-015   3.1144286218449960E-006   2.5767571091549811E-015   3.2104561052177090E-006  -2.4891221091074419E-016  -9.6027483372712995E-008
   41.000000000000000        1.4101396200921267E-015   2.4247603286375445E-006   1.5628821893349887E-015   2.5003057296477205E-006  -1.5274256924286207E-016  -7.5545401010176047E-008
   41.500000000000000        8.5422089317607691E-016   1.8878142236635105E-006   9.4793596535047563E-016   1.9472400607060412E-006  -9.3715072174398719E-017  -5.9425837042530619E-008
   42.000000000000000        5.1746176331877196E-016   1.4697710535645449E-006   5.7495222642935601E-016   1.5165120844324768E-006  -5.7490463110584049E-017  -4.6741030867931882E-008
   42.500000000000000        3.1346303823287477E-016   1.1443006005157995E-006   3.4872615319944466E-016   1.1810607990913557E-006  -3.5263114966569886E-017  -3.6760198575556184E-008
   43.000000000000000        1.8988664149403851E-016   8.9090328804610059E-007   2.1151310375910806E-016   9.1981107530743718E-007  -2.1626462265069545E-017  -2.8907787261336589E-008
   43.500000000000000        1.1502771370160206E-016   6.9361902656721000E-007   1.2828918236087850E-016   7.1634958580005778E-007  -1.3261468659276435E-017  -2.2730559232847778E-008
   44.000000000000000        6.9680388337550001E-017   5.4002197596682109E-007   7.7811322411337960E-017   5.5789361841816230E-007  -8.1309340737879590E-018  -1.7871642451341203E-008
   44.500000000000000        4.2210319258081099E-017   4.2043791094607806E-007   4.7194952715261231E-017   4.3448798692141353E-007  -4.9846334571801327E-018  -1.4050075975335467E-008
   45.000000000000000        2.5569763521380792E-017   3.2733489529197821E-007   2.8625185805493939E-017   3.3837958446577570E-007  -3.0554222841131469E-018  -1.1044689173797490E-008
   45.500000000000000        1.5489406809311548E-017   2.5484888704172492E-007   1.7362052831002948E-017   2.6353028536718519E-007  -1.8726460216914002E-018  -8.6813983254602715E-009
   46.000000000000000        9.3830247238591155E-018   1.9841439504326586E-007   1.0530617357553812E-017   2.0523759261297657E-007  -1.1475926336946962E-018  -6.8231975697107150E-009
   46.500000000000000        5.6839589825754292E-018   1.5447692402009623E-007   6.3871422930584228E-018   1.5983919784630437E-007  -7.0318331048299360E-019  -5.3622738262081423E-009
   47.000000000000000        3.4431743138701149E-018   1.2026909665196640E-007   3.8739976286871869E-018   1.2448289245040765E-007  -4.3082331481707200E-019  -4.2137957984412459E-009
   47.500000000000000        2.0857732070267637E-018   9.3636351844668714E-008   2.3496983374528172E-018   9.6947374120705723E-008  -2.6392513042605345E-019  -3.3110222760370089E-009
   48.000000000000000        1.2634997460412687E-018   7.2901240890883693E-008   1.4251640827409352E-018   7.5502690882731639E-008  -1.6166433669966650E-019  -2.6014499918479456E-009
   48.500000000000000        7.6539079266534338E-019   5.6757774290857812E-008   8.6440571130360955E-019   5.8801554783960647E-008  -9.9014918638266172E-020  -2.0437804931028352E-009
   49.000000000000000        4.6365111455886968E-019   4.4189164725854877E-008   5.2428856633634640E-019   4.5794696911862483E-008  -6.0637451777476725E-020  -1.6055321860076057E-009
   49.500000000000000        2.8086613804573951E-019   3.4403785271063390E-008   3.1799709001977495E-019   3.5664945815656783E-008  -3.7130951974035436E-020  -1.2611605445933932E-009
   50.000000000000000        1.7014040303943278E-019   2.6785309211416056E-008   1.9287498479639179E-019   2.7775887729542291E-008  -2.2734581756959016E-020  -9.9057851812623546E-010
 # t NA NB NA_analytic NB_analytic dNA dNB
  0.50000000000000000        605.77043649072812        343.84534016699070        606.53065971263345        344.54024671754291      -0.76022322190533487      -0.69490655055221850     
   1.0000000000000000        366.95782172616720        475.99455191539278        367.87944117144235        477.30243708238220      -0.92161944527515516       -1.3078851669894220     
   1.5000000000000000        222.29219984074703        496.76564623845496        223.13016014842981        498.47278518516976      -0.83796030768277774       -1.7071389467147924     
   2.0000000000000000        134.65804292601348        463.19452797599502        135.33528323661270        465.08831586965925      -0.67724031059921685       -1.8937878936642392     
   2.5000000000000000        81.571861440278454        406.92490103126465        82.084998623898798        408.83959647258263      -0.51313718362034422       -1.9146954413179742     
   3.0000000000000000        49.413822110038701        344.86235072722781        49.787068367863945        346.68618356113171      -0.37324625782524379       -1.8238328339039072     
   3.5000000000000000        29.933432588273341        285.48572332051896        30.197383422318502        287.15312005625327      -0.26395083404516129       -1.6673967357343145     
   4.0000000000000000        18.132788524664136        232.55939090423345        18.315638888734178        234.03928869575705      -0.18285036407004185       -1.4798977915235980     
   4.5000000000000000        10.984307219379868        187.29562574962731        11.108996538242305        188.58045604724404      -0.12468931886243695       -1.2848302976167361     
   5.0000000000000000        6.6539685788320000        149.59723076408014        6.7379469990854668        150.69410324962666       -8.3978420253466801E-002  -1.0968724855465268     
   5.5000000000000000        4.0307774503946510        118.75791320395130        4.0867714384640665        119.68217953648701       -5.5993988069415579E-002 -0.92426633253570856     
   6.0000000000000000        2.4417258155225525        93.845773375489472        2.4787521766663585        94.616632382395181       -3.7026361143805975E-002 -0.77085900690570952     
   6.5000000000000000        1.4791253130597759        73.903863540861650        1.5034391929775723        74.541537277488871       -2.4313879917796433E-002 -0.63767373662722093     
   7.0000000000000000       0.89601038651670606        58.046963559034452       0.91188196555451628        58.571002913527970       -1.5871579037810224E-002 -0.52403935449351735     
   7.5000000000000000       0.54277660294045138        45.500961101839145       0.55308437014783363        45.929322971722542       -1.0307767207382246E-002 -0.42836186988339620     
   8.0000000000000000       0.32879801968019212        35.611724779607577       0.33546262790251186        35.960352521663332       -6.6646082223197345E-003 -0.34862774205575420     
   8.5000000000000000       0.19917611989895695        27.838814686018267       0.20346836901064416        28.121531079977220       -4.2922491116872130E-003 -0.28271639395895320     
   9.0000000000000000       0.12065500508972082        21.742590928332966       0.12340980408667956        21.971173468311253       -2.7547989969587405E-003 -0.22858253997828726     
   9.5000000000000000        7.3089235097991229E-002   16.969333887441088        7.4851829887700602E-002   17.153686746465866       -1.7625947897093736E-003 -0.18435285902477716     
   10.000000000000000        4.4275297848083574E-002   13.236725748120438        4.5399929762484852E-002   13.385094138645965       -1.1246319144012779E-003 -0.14836839052552619     
   10.500000000000000        2.6820666503190611E-002   10.320769867167224        2.7536449349747159E-002   10.439963899663274       -7.1578284655654870E-004 -0.11919403249605054     
   11.000000000000000        1.6247166854610043E-002   8.0445301952657804        1.6701700790245660E-002   8.1401394753476417       -4.5453393563561761E-004  -9.5609280081861314E-002
   11.500000000000000        9.8420533572548229E-003   6.2687121263301036        1.0130093598630711E-002   6.3453014058220720       -2.8804024137588785E-004  -7.6589279491968476E-002
   12.000000000000000        5.9620249581892890E-003   4.8839340993003022        6.1442123533282100E-003   4.9452159286260606       -1.8218739513892104E-004  -6.1281829325758430E-002
   12.500000000000000        3.6116184612909369E-003   3.8044712884023530        3.7266531720786711E-003   3.8534549661112614       -1.1503471078773420E-004  -4.8983677708908324E-002
   13.000000000000000        2.1878116917341843E-003   2.9632397416809977        2.2603294069810540E-003   3.0023577271411823       -7.2517715246869785E-005  -3.9117985460184634E-002
   13.500000000000000        1.3253116434613365E-003   2.3078034297331254        1.3709590863840845E-003   2.3390173234095810       -4.5647442922747963E-005  -3.1213893676455662E-002
   14.000000000000000        8.0283461274581827E-004   1.7972123084408960        8.3152871910356792E-004   1.8221008736708253       -2.8694106357749654E-005  -2.4888565229929327E-002
   14.500000000000000        4.8633347379289921E-004   1.3995083453144661        5.0434766256788807E-004   1.4193400823599622       -1.8014188774988866E-005  -1.9831737045496123E-002
   15.000000000000000        2.9460644069957665E-004   1.0897642977078652        3.0590232050182580E-004   1.1055569356546635       -1.1295879802249154E-005  -1.5792637946798305E-002
   15.500000000000000        1.7846387217556247E-004  0.84854496452582251        1.8553913626159784E-004  0.86111400287885187       -7.0752640860353706E-006  -1.2569038353029360E-002
   16.000000000000000        1.0810813774561604E-004  0.66070201951082352        1.1253517471925911E-004  0.67070018545558518       -4.4270369736430770E-006  -9.9981659447616611E-003
   16.500000000000000        6.5488713790361609E-005  0.51443138084069340        6.8256033763348703E-005  0.52238060253580842       -2.7673199729870939E-006  -7.9492216951150274E-003
   17.000000000000000        3.9671126738003739E-005  0.40053669092845157        4.1399377187851666E-005  0.40685393926691260       -1.7282504498479276E-006  -6.3172483384610345E-003
   17.500000000000000        2.4031595760159549E-005  0.31185430106838541        2.5109991557439820E-005  0.31687243024838763       -1.0783957972802709E-006  -5.0181291800022176E-003
   18.000000000000000        1.4557630253200575E-005  0.24280462457534180        1.5229979744712628E-005  0.24678914821386969       -6.7234949151205298E-007  -3.9845236385278870E-003
   18.500000000000000        8.8185820327519448E-006  0.18904225528139770        9.2374496619705950E-006  0.19220482922346543       -4.1886762921865025E-007  -3.1625739420677312E-003
   19.000000000000000        5.3420362872094372E-006  0.14718321085758770        5.6027964375372675E-006  0.14969245418252614       -2.6076015032783031E-007  -2.5092433249384316E-003
   19.500000000000000        3.2360476534521690E-006  0.11459236175687712        3.3982678194950713E-006  0.11658253092609863       -1.6222016604290222E-007  -1.9901691692215118E-003
   20.000000000000000        1.9603019995365186E-006   8.9217802628934612E-002   2.0611536224385580E-006   9.0795737217724826E-002  -1.0085162290203949E-007  -1.5779345887902141E-003
   20.500000000000000        1.1874929979128836E-006   6.9461822334190945E-002   1.2501528663867426E-006   7.0712501395087182E-002  -6.2659868473858981E-008  -1.2506790608962370E-003
   21.000000000000000        7.1934815167537093E-007   5.4080399074948500E-002   7.5825604279119061E-007   5.5071382187408736E-002  -3.8907891115819680E-008  -9.9098311246023640E-004
   21.500000000000000        4.3575984382918797E-007   4.2104922748132392E-002   4.5990553786523167E-007   4.2889896822102598E-002  -2.4145694036043699E-008  -7.8497407397020574E-004
   22.000000000000000        2.6397043080153889E-007   3.2781233840931505E-002   2.7894680928689245E-007   3.3402843686872748E-002  -1.4976378485353567E-008  -6.2160984594124280E-004
   22.500000000000000        1.5990548308729379E-007   2.5522151138296482E-002   1.6918979226151304E-007   2.6014256928550718E-002  -9.2843091742192469E-009  -4.9210579025423667E-004
   23.000000000000000        9.6866014287050744E-008   1.9870505416948691E-002   1.0261879631701890E-007   2.0259981959668789E-002  -5.7527820299681600E-009  -3.8947654272009774E-004
   23.500000000000000        5.8678567755783871E-008   1.5470355179498681E-002   6.2241446229077822E-008   1.5778525171507986E-002  -3.5628784732939507E-009  -3.0816999200930506E-004
   24.000000000000000        3.5545741602071958E-008   1.2044574106304051E-002   3.7751345442790979E-008   1.2288349203965532E-002  -2.2056038407190206E-009  -2.4377509766148123E-004
   24.500000000000000        2.1532559405673768E-008   9.3774001815606720E-003   2.2897348456455528E-008   9.5701889895611052E-003  -1.3647890507817609E-009  -1.9278880800043321E-004
   25.000000000000000        1.3043787909937534E-008   7.3008483282741852E-003   1.3887943864964021E-008   7.4532785682696117E-003  -8.4415595502648713E-010  -1.5243023999542658E-004
   25.500000000000000        7.9015410956953417E-009   5.6841313460003866E-003   8.4234637544686465E-009   5.8046239703732991E-003  -5.2192265877330485E-010  -1.2049262437291257E-004
   26.000000000000000        4.7865199984887933E-009   4.4254231902892726E-003   5.1090890280633247E-009   4.5206485957840527E-003  -3.2256902957453146E-010  -9.5225405494780112E-005
   26.500000000000000        2.8995323087561569E-009   3.4454460237859055E-003   3.0988191387218254E-009   3.5206864266740614E-003  -1.9928682996566847E-010  -7.5240402888155852E-005
   27.000000000000000        1.7564509522941870E-009   2.6824772533355959E-003   1.8795288165390831E-009   2.7419144137105357E-003  -1.2307786424489603E-010  -5.9437160374939749E-005
   27.500000000000000        1.0640060600458053E-009   2.0884621530711960E-003   1.1399918530443554E-009   2.1354057400858589E-003  -7.5985792998550116E-011  -4.6943587014662818E-005
   28.000000000000000        6.4454341542272749E-010   1.6259872770438054E-003   6.9144001069402034E-010   1.6630560553271144E-003  -4.6896595271292849E-011  -3.7068778283309020E-005
